row_mod,text,conll#,text,xlmr_outputs,domain,format,is_match,mention_level,error_type,illegal_flag,comment,repeated issue,,,
49,sentencing,O,sentencing,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
50,Darrel,B-PER,Darrel,B-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
51,Voeks,I-PER,Voeks,I-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
52,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
53,38,O,38,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
54,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
55,to,O,to,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
56,a,O,a,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
57,10-year,O,10-year,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
58,prison,O,prison,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
59,term,O,term,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
60,on,O,on,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
61,Thursday,O,Thursday,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
62,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
63,Outagmie,B-LOC,Outagmie,B-LOC,WORLD EVENTS,TEXT ARTICLE,Yes,^,,PART OF ILLEGAL MENTION,,,,,
64,County,I-LOC,County,I-ORG,WORLD EVENTS,TEXT ARTICLE,No,^,BOUNDARY ERROR,ILLEGAL,,,,,
65,Circuit,O,Circuit,I-ORG,WORLD EVENTS,TEXT ARTICLE,No,^,BOUNDARY ERROR,PART OF ILLEGAL MENTION,,,,,
66,Court,O,Court,I-ORG,WORLD EVENTS,TEXT ARTICLE,No,^,BOUNDARY ERROR,PART OF ILLEGAL MENTION,,,,,
67,Judge,O,Judge,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
68,Dennis,B-PER,Dennis,B-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
69,Luebke,I-PER,Luebke,I-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
70,said,O,said,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
71,he,O,he,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
72,was,O,was,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
73,"\""",O,"\""",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
74,a,O,a,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
75,thief,O,thief,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
76,by,O,by,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
77,habit,O,habit,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
78,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
79,"\""",O,"\""",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
80,,,,,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
81,"\""",O,"\""",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
82,You,O,You,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
83,are,O,are,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
84,self-indulgent,O,self-indulgent,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
85,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
86,,,,,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
87,You,O,You,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
88,are,O,are,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
89,narcissitic,O,narcissitic,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
90,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
91,"\""",O,"\""",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
92,Luebke,B-PER,Luebke,B-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
93,said,O,said,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
94,at,O,at,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
95,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
96,sentencing,O,sentencing,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
97,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
98,adding,O,adding,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
99,Voeks,B-PER,Voeks,B-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
0,should,O,should,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
1,pay,O,pay,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
2,restitution,O,restitution,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
3,of,O,of,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
4,more,O,more,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
5,than,O,than,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
6,$,O,$,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
7,"100,000",O,"100,000",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
8,to,O,to,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
9,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
10,farming,O,farming,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
11,family,O,family,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
12,who,O,who,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
13,had,O,had,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
14,hired,O,hired,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
15,him,O,him,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
16,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
17,,,,,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
18,Voeks,B-PER,Voeks,B-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
19,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
20,who,O,who,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
21,was,O,was,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
22,already,O,already,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
23,on,O,on,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
24,probation,O,probation,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
25,for,O,for,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
26,prior,O,prior,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
27,pig,O,pig,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
28,thefts,O,thefts,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
29,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
30,pleaded,O,pleaded,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
31,that,O,that,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
32,he,O,he,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
33,was,O,was,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
34,trying,O,trying,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
35,to,O,to,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
36,pay,O,pay,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
37,bills,O,bills,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
38,for,O,for,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
39,his,O,his,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
40,ex-wife,O,ex-wife,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
41,and,O,and,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
42,children,O,children,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
43,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
44,,,,,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
45,But,O,But,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
46,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
47,court,O,court,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
48,heard,O,heard,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
49,that,O,that,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
50,receipts,O,receipts,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
51,showed,O,showed,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
52,much,O,much,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
53,of,O,of,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
54,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
55,money,O,money,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
56,went,O,went,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
57,to,O,to,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
58,dancers,O,dancers,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
59,at,O,at,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
60,strip,O,strip,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
61,clubs,O,clubs,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
62,where,O,where,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
63,he,O,he,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
64,was,O,was,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
65,known,O,known,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
66,as,O,as,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
67,a,O,a,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
68,big,O,big,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
69,tipper,O,tipper,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
70,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
71,,,,,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
72,One,O,One,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
73,stripper,O,stripper,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
74,said,O,said,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
75,Voeks,B-PER,Voeks,B-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
76,offered,O,offered,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
77,to,O,to,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
78,give,O,give,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
79,her,O,her,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
80,$,O,$,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
81,"3,000",O,"3,000",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
82,for,O,for,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
83,breast,O,breast,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
84,implant,O,implant,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
85,surgery,O,surgery,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
86,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
87,,,,,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
88,-DOCSTART-,O,-DOCSTART-,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
89,,,,,ECONOMY,DATA REPORT,Yes,,,,,,,,
90,Canadian,B-MISC,Canadian,B-MISC,ECONOMY,DATA REPORT,Yes,,,,,,,,
91,grain,O,grain,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
92,statistics,O,statistics,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
93,weekly,O,weekly,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
94,.,O,.,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
95,,,,,ECONOMY,DATA REPORT,Yes,,,,,,,,
96,CHICAGO,B-LOC,CHICAGO,B-LOC,ECONOMY,DATA REPORT,Yes,,,,,,,,
97,",",O,",",O,ECONOMY,DATA REPORT,Yes,,,,,,,,
98,Dec,O,Dec,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
99,6,O,6,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
0,(,O,(,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
1,Reuter,B-ORG,Reuter,B-ORG,ECONOMY,DATA REPORT,Yes,,,,,,,,
2,),O,),O,ECONOMY,DATA REPORT,Yes,,,,,,,,
3,Statistics,O,Statistics,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
4,for,O,for,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
5,the,O,the,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
6,week,O,week,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
7,ending,O,ending,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
8,December,O,December,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
9,1,O,1,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
10,in,O,in,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
11,000,O,000,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
12,'s,O,'s,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
13,tonnes,O,tonnes,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
14,.,O,.,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
15,,,,,ECONOMY,DATA REPORT,Yes,,,,,,,,
16,-,O,-,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
17,Canadian,B-ORG,Canadian,B-ORG,ECONOMY,DATA REPORT,Yes,,,,,,,,
18,Grain,I-ORG,Grain,I-ORG,ECONOMY,DATA REPORT,Yes,,,,,,,,
19,Commission,I-ORG,Commission,I-ORG,ECONOMY,DATA REPORT,Yes,,,,,,,,
20,,,,,ECONOMY,DATA REPORT,Yes,,,,,,,,
21,Visible,O,Visible,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
22,Supplies,O,Supplies,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
23,Farmers,O,Farmers,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
24,Deliveries,O,Deliveries,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
25,,,,,ECONOMY,DATA REPORT,Yes,,,,,,,,
26,Curr,O,Curr,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
27,Wk,O,Wk,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
28,Yr,O,Yr,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
29,Ago,O,Ago,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
30,Curr,O,Curr,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
31,Wk,O,Wk,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
32,Yr,O,Yr,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
33,to,O,to,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
34,Date,O,Date,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
35,Yr,O,Yr,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
36,Ago,O,Ago,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
37,,,,,ECONOMY,DATA REPORT,Yes,,,,,,,,
38,Wheat,O,Wheat,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
39,4320.2,O,4320.2,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
40,3909.3,O,3909.3,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
41,288.5,O,288.5,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
42,6278.9,O,6278.9,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
43,5580.0,O,5580.0,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
44,,,,,ECONOMY,DATA REPORT,Yes,,,,,,,,
45,Durum,O,Durum,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
46,1168.9,O,1168.9,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
47,1225.0,O,1225.0,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
48,44.3,O,44.3,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
49,965.3,O,965.3,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
50,1069.6,O,1069.6,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
51,,,,,ECONOMY,DATA REPORT,Yes,,,,,,,,
52,Oats,O,Oats,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
53,286.5,O,286.5,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
54,284.6,O,284.6,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
55,31.9,O,31.9,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
56,937.3,O,937.3,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
57,581.2,O,581.2,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
58,,,,,ECONOMY,DATA REPORT,Yes,,,,,,,,
59,Barley,O,Barley,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
60,1074.0,O,1074.0,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
61,1104.8,O,1104.8,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
62,178.0,O,178.0,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
63,2531.4,O,2531.4,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
64,1897.1,O,1897.1,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
65,,,,,ECONOMY,DATA REPORT,Yes,,,,,,,,
66,Rye,O,Rye,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
67,44.6,O,44.6,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
68,86.3,O,86.3,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
69,2.3,O,2.3,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
70,108.2,O,108.2,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
71,119.2,O,119.2,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
72,,,,,ECONOMY,DATA REPORT,Yes,,,,,,,,
73,Flax,O,Flax,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
74,165.2,O,165.2,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
75,181.9,O,181.9,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
76,14.9,O,14.9,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
77,231.4,O,231.4,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
78,332.9,O,332.9,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
79,,,,,ECONOMY,DATA REPORT,Yes,,,,,,,,
80,Canola,O,Canola,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
81,646.6,O,646.6,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
82,769.4,O,769.4,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
83,60.5,O,60.5,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
84,1902.0,O,1902.0,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
85,2147.6,O,2147.6,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
86,,,,,ECONOMY,DATA REPORT,Yes,,,,,,,,
87,Corn,O,Corn,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
88,79.6,O,79.6,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
89,163.5,O,163.5,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
90,9.4,O,9.4,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
91,95.7,O,95.7,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
92,252.0,O,252.0,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
93,,,,,ECONOMY,DATA REPORT,Yes,,,,,,,,
94,Total,O,Total,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
95,7785.8,O,7785.8,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
96,7724.8,O,7724.8,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
97,629.8,O,629.8,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
98,13050.2,O,13050.2,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
99,11979.6,O,11979.6,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
0,,,,,ECONOMY,DATA REPORT,Yes,,,,,,,,
1,Exports,O,Exports,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
2,Domestic,O,Domestic,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
3,Disappearance,O,Disappearance,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
4,,,,,ECONOMY,DATA REPORT,Yes,,,,,,,,
5,Curr,O,Curr,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
6,Wk,O,Wk,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
7,YTD,O,YTD,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
8,Yr,O,Yr,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
9,Ago,O,Ago,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
10,Curr,O,Curr,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
11,Wk,O,Wk,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
12,YTD,O,YTD,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
13,Yr,O,Yr,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
14,Ago,O,Ago,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
15,,,,,ECONOMY,DATA REPORT,Yes,,,,,,,,
16,Wheat,O,Wheat,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
17,387.4,O,387.4,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
18,4677.8,O,4677.8,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
19,4553.6,O,4553.6,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
20,55.2,O,55.2,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
21,1039.7,O,1039.7,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
22,846.1,O,846.1,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
23,,,,,ECONOMY,DATA REPORT,Yes,,,,,,,,
24,Durum,O,Durum,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
25,129.0,O,129.0,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
26,1515.9,O,1515.9,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
27,1220.6,O,1220.6,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
28,4.6,O,4.6,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
29,75.8,O,75.8,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
30,73.3,O,73.3,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
31,,,,,ECONOMY,DATA REPORT,Yes,,,,,,,,
32,Oats,O,Oats,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
33,40.0,O,40.0,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
34,561.0,O,561.0,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
35,391.9,O,391.9,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
36,4.8,O,4.8,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
37,149.6,O,149.6,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
38,115.0,O,115.0,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
39,,,,,ECONOMY,DATA REPORT,Yes,,,,,,,,
40,Barley,O,Barley,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
41,110.8,O,110.8,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
42,1203.4,O,1203.4,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
43,506.0,O,506.0,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
44,48.2,O,48.2,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
45,941.0,O,941.0,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
46,786.6,O,786.6,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
47,,,,,ECONOMY,DATA REPORT,Yes,,,,,,,,
48,Rye,O,Rye,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
49,4.1,O,4.1,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
50,60.7,O,60.7,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
51,57.9,O,57.9,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
52,3.0,O,3.0,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
53,10.7,O,10.7,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
54,18.9,O,18.9,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
55,,,,,ECONOMY,DATA REPORT,Yes,,,,,,,,
56,Flax,O,Flax,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
57,7.2,O,7.2,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
58,154.1,O,154.1,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
59,235.7,O,235.7,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
60,1.1,O,1.1,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
61,22.2,O,22.2,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
62,15.7,O,15.7,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
63,,,,,ECONOMY,DATA REPORT,Yes,,,,,,,,
64,Canola,O,Canola,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
65,47.1,O,47.1,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
66,988.1,O,988.1,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
67,1135.5,O,1135.5,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
68,46.7,O,46.7,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
69,894.9,O,894.9,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
70,822.0,O,822.0,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
71,,,,,ECONOMY,DATA REPORT,Yes,,,,,,,,
72,Corn,O,Corn,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
73,4.4,O,4.4,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
74,15.1,O,15.1,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
75,87.0,O,87.0,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
